url,telephone,name,atype,description,numberOfRooms,floorSize,numberOfBathroomsTotal,numberOfBedrooms,address,imobiliaria
https://www.imovelweb.com.br/propriedades/sensacional-casa-tipo-para-venda-com-3-quartos-sendo-3011825713.html,(11) 36,"Casa à venda com 3 Quartos, Perdizes, São Paulo - R$ 1.070.000, 160 m2 - ID: 3011825713 - Imovelweb",House,"terra#RC5EK - Elegância e conforto em um só imóvel! Aproveite esta oferta única. - Casa espaçosa, bem-localizada a preço justo. Encontrou o...Perdizes",3,160,3,3,"Rua Bartira, , , São Paulo, São Paulo, Brasil, , Perdizes",REMAX TERRA 2
https://www.imovelweb.com.br/propriedades/casa-a-venda-no-alto-da-boa-vista-2998896384.html,55 1155465000,"Casa à venda com 4 Quartos, Chácara Monte Alegre, São Paulo - R$ 1.550.000, 600 m2 - ID: 2998896384 - Imovelweb",House,"ACEITO IMÓVEL DE MENOR VALOR. Casa a venda no Alto da Boa Vista , casa ampla e confortável, 4 dormitórios, 2 suites , sala com lareira, sal...Chácara Monte Alegre",4,600,5,4,"R Jacatirão, São Paulo, São Paulo, Brasil, , Chácara Monte Alegre",Scheid Prime
https://www.imovelweb.com.br/propriedades/sobrado-com-3-quartos-a-venda-em-santo-amaro-sp-3011207423.html,55 11943030338,"Casa à venda com 3 Quartos, Alto da Boa Vista, São Paulo - R$ 1.500.000, 500 m2 - ID: 3011207423 - Imovelweb",House,Este imóvel é uma ótima oportunidade de investimento para quem busca um imóvel em uma área nobre de São Paulo. Com uma reforma bem planejad...Alto da Boa Vista,3,500,3,3,"Rua Marechal Deodoro, 785, São Paulo, São Paulo, Brasil, , Alto da Boa Vista",LOPES URBAN
https://www.imovelweb.com.br/propriedades/sobrado-espetacular-no-jardim-grimaldi-conforto-3013034858.html,55 11937300081,"Casa à venda com 3 Quartos, Jardim Grimaldi, São Paulo - R$ 890.000, 200 m2 - ID: 3013034858 - Imovelweb",House,"Se você busca um lar sofisticado, espaçoso e com acabamento impecável, acabou de encontrar! ✨ Este sobrado incrível de 200m² foi pro...Jardim Grimaldi",3,200,4,3,"R. Antônio Batista de Oliveira,96, São Paulo, São Paulo, Brasil, , Jardim Grimaldi",RE/MAX AGAPÊ
https://www.imovelweb.com.br/propriedades/casa-a-venda-no-tucuruvi-320-metros-5-quartos-3-2994462727.html,55 11976713668,"Casa à venda com 5 Quartos, Tucuruvi, São Paulo - R$ 599.000, 320 m2 - ID: 2994462727 - Imovelweb",House,"Casa à venda no Tucuruvi Localizado na Av. Gustavo Adolfo - Tucuruvi 320 metros, com duas casas e com entradas separadas! Primeira casa 3 q...Tucuruvi",5,320,3,5,"Avenida. Gustavo Adolfo,591, São Paulo, São Paulo, Brasil, , Tucuruvi",RE/MAX Smart
https://www.imovelweb.com.br/propriedades/sobrado-de-140mts-com-2-vagas-de-garagem.-3000414568.html,55 11940205913,"Casa à venda com 2 Quartos, Vila Mangalot, São Paulo - R$ 560.000, 140 m2 - ID: 3000414568 - Imovelweb",House,"Descubra a Magia da Vila Mangalot em São Paulo! Bem-vindo à Vila Mangalot, o lugar onde a tradição se encontra com a modernidade em São Pa...Vila Mangalot",2,140,3,2,"R. Joaquim de Matos,140, São Paulo, São Paulo, Brasil, , Vila Mangalot",RE/MAX AGILITY
https://www.imovelweb.com.br/propriedades/sobrado-com-3-quartos-e-3-banheiros-a-venda-alto-do-3013278569.html,55 19999530010,"Casa à venda com 3 Quartos, Alto do Ipiranga, São Paulo - R$ 400.000, 175 m2 - ID: 3013278569 - Imovelweb",House,"Sobrado com sala de estar, sala de jantar, escritório, cozinha com armário embutido, 3 dormitórios sendo suítes com sacada, 3 banheiros com...Alto do Ipiranga",3,175,3,3,"Praça Pinheiro da Cunha, São Paulo, São Paulo, Brasil, , Alto do Ipiranga",
https://www.imovelweb.com.br/propriedades/casa-a-venda-vila-nova-curuca-sao-paulo-sp-3013734773.html,55 11992654284,"Casa à venda com 3 Quartos, Vila Nova Curuçá, São Paulo - R$ 755.000, 300 m2 - ID: 3013734773 - Imovelweb",House,"Casa ampla e bem localizada à venda na Vila Nova Curuçá, São Paulo. Essa propriedade possui uma área útil de 300 m² e foi construída há 35 ...Vila Nova Curuçá",3,300,2,3,"Rua Gervásio Alves Pereira 558, São Paulo, São Paulo, Brasil, , Vila Nova Curuçá",PARCEIRO IMOVEIS
https://www.imovelweb.com.br/propriedades/casa-a-venda-200-m-por-r$-1.700.000-00-vila-2938198670.html,55 11947568523,"Casa à venda com 2 Quartos, Vila Prudente, São Paulo - R$ 1.700.000, 200 m2 - ID: 2938198670 - Imovelweb",House,"Linda casa com 200m² com 2 dormitórios sendo 1 suíte e 4 vagas de garagem. Completa para morar! Ótima localização, ...Vila Prudente",2,200,2,2,"Rua Francisco Polito 115, São Paulo, São Paulo, Brasil, , Vila Prudente",BEG IMOVEIS
https://www.imovelweb.com.br/propriedades/casa-de-condominio-em-rua-osorio-franco-vilhena-3009941345.html,(11) 45,"Casa à venda com 2 Quartos, Vila Nova Curuçá, São Paulo - R$ 239.060, 55 m2 - ID: 3009941345 - Imovelweb",House,Casa de condomínio no Osorio a venda em Rua Osório Franco Vilhena - Vila Nova Curuçá - São Paulo/SP Casa em Condomínio para Venda no bairr...Vila Nova Curuçá,2,55,1,2,"Rua Osório Franco Vilhena, 834, São Paulo, São Paulo, Brasil, , Vila Nova Curuçá",Newcore
https://www.imovelweb.com.br/propriedades/casa-na-mooca-rua-paulo-de-moraes-barros-90-2-2985306634.html,55 1126923300,"Casa à venda com 2 Quartos, Mooca, São Paulo - R$ 720.001, 150 m2 - ID: 2985306634 - Imovelweb",House,"CASA RUA PAULO DE MORAES BARROS, 90 MOOCA 150 M² 2 VAGAS 1 SUITES VARANDA GOURM...Mooca",2,150,3,2,"Rua Paulo de Morais Barros 90, São Paulo, São Paulo, Brasil, , Mooca",Allegranci Imóveis
https://www.imovelweb.com.br/propriedades/sobrado-2-dormitorios-2-vagas-reformado-proximo-de-3001296845.html,55 11953271557,"Casa à venda com 2 Quartos, Planalto Paulista, São Paulo - R$ 800.000, 143 m2 - ID: 3001296845 - Imovelweb",House,"Sobrado encantador à venda no Planalto Paulista, um bairro nobre e extremamente centralizado em São Paulo. Com fácil acesso a vários destin...Planalto Paulista",2,143,2,2,"Rua Campina da Taborda,156, São Paulo, São Paulo, Brasil, , Planalto Paulista",RE/MAX EMPIRE
https://www.imovelweb.com.br/propriedades/sobrado-com-3-quartos-sendo-1-suite-vila-alpina-sp-2994305425.html,55 11986349218,"Casa à venda com 3 Quartos, Vila Alpina, São Paulo - R$ 388.000, 120 m2 - ID: 2994305425 - Imovelweb",House,"Simulação de entrada média de 44.000,00 mais parcelas. Falar com Emerson (11)98634-9218 Lindo sobrado com um preço imbatível. Possuí pis...Vila Alpina",3,120,2,3,"Rua Gaspar Barreto, São Paulo, São Paulo, Brasil, , Vila Alpina",
https://www.imovelweb.com.br/propriedades/agradavel-sobrado-para-venda-com-3-quartos-210m-3013346308.html,55 11999731033,"Casa à venda com 3 Quartos, Campo Belo, São Paulo - R$ 1.099.500, 210 m2 - ID: 3013346308 - Imovelweb",House,"- Belíssimo Sobrado à Venda no Campo Belo! Se você procura conforto, praticidade e localização estratégica, este imóvel é para você! Locali...Campo Belo",3,210,3,3,"Rua Ai-Pixuna, 68, , São Paulo, São Paulo, Brasil, , Campo Belo",KEY IMOV J 33564
https://www.imovelweb.com.br/propriedades/casa-em-condominio-214-m-3-dormitorios-2-suites-3-3011005375.html,55 11983205348,"Casa à venda com 4 Quartos, Jardim Ampliação, São Paulo - R$ 980.000, 214 m2 - ID: 3011005375 - Imovelweb",House,"Casa em Condomínio 214 M² - Casa com três pavimentos conta com três dormitórios com armários embutidos, dois deles suítes (uma situada no t...Jardim Ampliação",4,214,4,4,"Rua do Símbolo, 207, São Paulo, São Paulo, Brasil, , Jardim Ampliação",SALCEDO Consultor Imobiliário
https://www.imovelweb.com.br/propriedades/oportunidade-sobrado-com-3-dormitorios-e-2-vagas-3007007246.html,55 11912999883,"Casa à venda com 3 Quartos, Jardim Peri Peri, São Paulo - R$ 540.000, 151 m2 - ID: 3007007246 - Imovelweb",House,Excelente Sobrado com 3 Dormitórios e 2 Vagas – Próximo ao Metrô Vila Sônia Oportunidade imperdível! Este sobrado bem localizado oferece ...Jardim Peri Peri,3,151,3,3,"Rua Hideo Oshima, São Paulo, São Paulo, Brasil, , Jardim Peri Peri",RCD IMÓVEIS BUTANTÃ - CRECI 044545-J
https://www.imovelweb.com.br/propriedades/casa-para-venda-rua-guerino-giovani-leardini-3005307312.html,(11) 42,"Casa à venda com 3 Quartos, Vila Barreto, São Paulo - R$ 670.000, 300 m2 - ID: 3005307312 - Imovelweb",House,Casa para venda localizada na Rua Guerino Giovani Leardini - Descubra o equilíbrio perfeito entre conforto e praticidade nesta ...Vila Barreto,3,300,3,3,"Rua Guerino Giovani Leardini, , São Paulo, São Paulo, Brasil, , Vila Barreto",IMOBILIARIA S2BROKERS
https://www.imovelweb.com.br/propriedades/casa-a-venda-em-santo-amaro-2-dorms-1-suite-3013042676.html,55 11998504248,"Casa à venda com 2 Quartos, Santo Amaro, São Paulo - R$ 380.000, 100 m2 - ID: 3013042676 - Imovelweb",House,"- Confortável casa , em excelente localização, próximo à toda infraestrutura que o bairro oferece. -02 dormitórios (sendo 01 suíte) banhe...Santo Amaro",2,100,2,2,"rua albares lobo, São Paulo, São Paulo, Brasil, , Santo Amaro",
https://www.imovelweb.com.br/propriedades/2-dorms-sendo-1-suite-edicula-125-m-vila-do-2965102150.html,55 11941104893,"Casa à venda com 2 Quartos, Vila do Encontro, São Paulo - R$ 500.000, 125 m2 - ID: 2965102150 - Imovelweb",House,"Casa de 125 mts de área útil, 2 dormitórios sendo 1 suíte, sala, cozinha, área de serviço, 1 banheiro social, 2 vagas de garagem com portão...Vila do Encontro",2,125,1,2,"Rua José de Alcântara 74, São Paulo, São Paulo, Brasil, , Vila do Encontro",CRISTINA BUENO IMÓVEIS
https://www.imovelweb.com.br/propriedades/sobrado-na-regiao-da-nova-klabin-3013320053.html,55 11961940855,"Casa à venda com 3 Quartos, Ipiranga, São Paulo - R$ 830.000, 156 m2 - ID: 3013320053 - Imovelweb",House,"Se você procura conforto, localização privilegiada e qualidade de vida, esta é a casa ideal para você! Localizada em uma das regiões mais ...Ipiranga",3,156,3,3,"Rua Frei Durão,976, São Paulo, São Paulo, Brasil, , Ipiranga",REMAX FRONT SP
https://www.imovelweb.com.br/propriedades/condominio-hipica-max-garden-3011434884.html,55 11961940855,"Casa à venda com 4 Quartos, Chácara Santo Antônio, São Paulo - R$ 6.995.000, 850 m2 - ID: 3011434884 - Imovelweb",House,"Excelente casa em condomínio de altíssimo padrão, recém-construída, com 850m² de área construída. A residência possui 4 suítes amplas e bem...Chácara Santo Antônio",4,850,5,4,"Alameda Calicut,72, São Paulo, São Paulo, Brasil, , Chácara Santo Antônio",REMAX FRONT SP
https://www.imovelweb.com.br/propriedades/casa-de-condominio-no-alto-da-boa-vista-4-quartos-3012949259.html,11999678800,"Casa à venda com 4 Quartos, Alto da Boa Vista, São Paulo - R$ 3.500.000, 602 m2 - ID: 3012949259 - Imovelweb",House,"Uma residência ampla e confortável, dentro de um condomínio fechado de alto padrão, com muito espaço, vegetação, tranquilidade e segurança....Alto da Boa Vista",4,602,6,4,,ARES NEGOCIOS IMOBILIARIOS LTDA
https://www.imovelweb.com.br/propriedades/sobrado-brooklin-paulista-sao-paulo-2995127710.html,55 11985776226,"Casa à venda com 3 Quartos, Brooklin Paulista, São Paulo - R$ 530.000, 220 m2 - ID: 2995127710 - Imovelweb",House,"Sobrado com churrasqueira e forno de pizza em área coberta, área bem espaçosa com boa iluminação e também iluminação de teto e excelente ve...Brooklin Paulista",3,220,4,3,"R. Laplace, São Paulo, São Paulo, Brasil, , Brooklin Paulista",
https://www.imovelweb.com.br/propriedades/grande-sobrado-na-mooca-3000619951.html,55 11910773040,"Casa à venda com 4 Quartos, Mooca, São Paulo - R$ 3.180.000, 750 m2 - ID: 3000619951 - Imovelweb",House,"Ótimo sobrado com 450m² de terreno (750m² construídos), contendo 4 dormitórios (1 suíte), 3 salas de estar e 5 vagas de garagem (sendo 1 ex...Mooca",4,750,4,4,"R José Lógulo, São Paulo, São Paulo, Brasil, , Mooca",IMOBILIÁRIA BALBÁS
https://www.imovelweb.com.br/propriedades/casa-terrea-2-dormitorios-vila-leopoldina-3000953936.html,55 11999990938,"Casa à venda com 2 Quartos, Vila Leopoldina, São Paulo - R$ 1.100.000, 291 m2 - ID: 3000953936 - Imovelweb",House,Casa térrea projetada com total acessibilidade para cadeirantes na Vila Leopoldina! A 5 minutos do Parque Villa Lobos! Próximo de transpor...Vila Leopoldina,2,291,2,2,"Rua TEERA , São Paulo, São Paulo, Brasil, , Vila Leopoldina",
https://www.imovelweb.com.br/propriedades/lindo-sobrado-proximo-a-usp-2955728407.html,(11) 47,"Casa à venda com 3 Quartos, Jardim Rizzo, São Paulo - R$ 750.000, 125 m2 - ID: 2955728407 - Imovelweb",House,"03 suítes e 02 vagas de garagem cobertas Lindo sobrado situado na Rua Francisco Pugliese - Jd, Rizzo - São Paulo, situado próximo a USP. ...Jardim Rizzo",3,125,4,3,"Rua Francisco Pugliesse, São Paulo, São Paulo, Brasil, , Jardim Rizzo",Ana Andrea Negócios Imobiliários
https://www.imovelweb.com.br/propriedades/casa-com-3-dormitorios-a-venda-262-m-por-r$-2982772316.html,55 11971419050,"Casa à venda com 3 Quartos, Parque dos Príncipes, São Paulo - R$ 1.375.000, 491 m2 - ID: 2982772316 - Imovelweb",House,"Excelente casa recém-reformada no Parque dos Príncipes Casa muito clara e bem iluminada, com acabamentos de qualidade e piso em ...Parque dos Príncipes",3,491,5,3,"Rua Leonello Margaritelli 21, São Paulo, São Paulo, Brasil, , Parque dos Príncipes",PROINVEST
https://www.imovelweb.com.br/propriedades/casa-de-4-suites-decoradas-com-moveis-novos-no-morumbi-2977515315.html,55 61984893352,"Casa à venda com 0 , Jardim Morumbi, São Paulo - R$ 9.500.000, 1018 m2 - ID: 2977515315 - Imovelweb",House,Casa de 4 suítes em no Morumbi perto do Hospital Albert Einstein Casa toda decorada com home staging de móveis novos e reais ambientes co...Jardim Morumbi,,1018,8,,"rua osvaldo leite ribeiro, 197, São Paulo, São Paulo, Brasil, , Jardim Morumbi",Rocha
https://www.imovelweb.com.br/propriedades/-casa-moderna-na-vila-guilherme!-3012683508.html,55 11953477337,"Casa à venda com 4 Quartos, Vila Guilherme, São Paulo - R$ 1.300.000, 221 m2 - ID: 3012683508 - Imovelweb",House,"🏡 Sua Nova Casa dos Sonhos na Vila Guilherme próximo Joaquina Ramalho, São Paulo! Descubra o equilíbrio perfeito entre conforto, p...Vila Guilherme",4,221,4,4,"Rua Doze de Setembro,1530, São Paulo, São Paulo, Brasil, , Vila Guilherme",REMAX MEET
https://www.imovelweb.com.br/propriedades/casa-com-2-quartos-a-venda-em-jardim-catanduva-sp-2956322792.html,55 11994038740,"Casa à venda com 2 Quartos, Campo Limpo, São Paulo - R$ 550.000, 137 m2 - ID: 2956322792 - Imovelweb",House,"Vendo sobrado com dois dormitórios, tendo um terceiro opcional (podendo fazer ateliê, escritório, etc)Sala dois ambientes, cozinha Planeja...Campo Limpo",2,137,2,2,"Rua Eliane Araújo Neves, 249, São Paulo, São Paulo, Brasil, , Campo Limpo",LOPES CONSULT
https://www.imovelweb.com.br/propriedades/imperdivel-casa-de-vila-a-venda-na-mooca-sao-3013087478.html,55 11974895472,"Casa à venda com 2 Quartos, Mooca, São Paulo - R$ 450.000, 90 m2 - ID: 3013087478 - Imovelweb",House,"Sobrado de Vila com 2 quartos na Mooca 2 quartos, sendo 1 com varanda sala cozinha lavabo 2 banheiros Despensa quintal 1 vaga Bem localizad...Mooca",2,90,2,2,"Rua da Mooca, , São Paulo, São Paulo, Brasil, , Mooca",
https://www.imovelweb.com.br/propriedades/3-dorms-2-vgs-200-m-vila-fachini-sao-paulo-sp-3000507299.html,55 11941104893,"Casa à venda com 3 Quartos, Vila Fachini, São Paulo - R$ 550.000, 240 m2 - ID: 3000507299 - Imovelweb",House,"Sobrado de 200 mts de área útil, 3 dormitórios, sala, cozinha, área de serviço, 1 banheiro social, 2 vagas de garagem. Imóvel co...Vila Fachini",3,240,1,3,"Rua Professor Araújo Maciel 73, São Paulo, São Paulo, Brasil, , Vila Fachini",
https://www.imovelweb.com.br/propriedades/sobrado-com-3-quartos-a-venda-em-conjunto-habitacional-3003581626.html,55 11953275596,"Casa à venda com 3 Quartos, Grajaú, São Paulo - R$ 326.000, 70 m2 - ID: 3003581626 - Imovelweb",House,Este encantador sobrado localizado na região do Grajaú é uma oportunidade imperdível para quem busca conforto e praticidade. Com 03 quartos...Grajaú,3,70,2,3,"Rua Barrinha, 157, São Paulo, São Paulo, Brasil, , Grajaú",Imobiliária Lopes Invest House
https://www.imovelweb.com.br/propriedades/funcional-casa-tipo-para-venda-com-3-quartos-sendo-3-3010131000.html,55 11951536060,"Casa à venda com 3 Quartos, Cidade Vargas, São Paulo - R$ 895.000, 153 m2 - ID: 3010131000 - Imovelweb",House,"- Encante-se com este lindo sobrado de m, com suítes, na Cidade Vargas, próximo ao metrô Jabaquara Se você busca um lar acolhedor e cheio d...Cidade Vargas",3,153,5,3,"Rua Itaiara, , , São Paulo, São Paulo, Brasil, , Cidade Vargas",Renaldo Moura
https://www.imovelweb.com.br/propriedades/sobrado-com-3-dormitorios-a-venda-140-m-por-r$-3009844519.html,55 11978620000,"Casa à venda com 3 Quartos, Vila Leopoldina, São Paulo - R$ 1.280.000, 160 m2 - ID: 3009844519 - Imovelweb",House,"Exelente sobrado na leopoldina proximo a todo comercio,estacao,conducao, com ar codicionado,3 dormitorios escritorio, 3 wc,sala ampla copa...Vila Leopoldina",3,160,3,3,"Rua Hayden , São Paulo, São Paulo, Brasil, , Vila Leopoldina",
https://www.imovelweb.com.br/propriedades/casa-a-venda-alto-de-pinheiros-4-quartos-4-suites-e-6-2985995279.html,55 11951162558,"Casa para aluguel com 4 Quartos, Alto de Pinheiros, São Paulo - R$ 45.000, 581 m2 - ID: 2985995279 - Imovelweb",House,"Casa a venda no Alto de Pinheiros, uma das melhores ruas do bairro, 4 Suítes, 6 Vagas de garagem. Localização espetacular, há 5 min do Pa...Alto de Pinheiros",4,581,5,4,"Rua Alberto Faria, São Paulo, São Paulo, Brasil, , Alto de Pinheiros",
https://www.imovelweb.com.br/propriedades/sobrado-residencial-a-venda-butanta-sao-paulo-.-3002266169.html,55 11970871238,"Casa à venda com 3 Quartos, Jardim Ester, São Paulo - R$ 890.000, 250 m2 - ID: 3002266169 - Imovelweb",House,"Sobrado de 250 m² distribuídos em 3 dormitórios, sendo 1 suíte com closet, 2 banheiros, lavabo, ampla sala para 2 ambientes, escritório, co...Jardim Ester",3,250,2,3,"Rua Inácio Manuel Álvares 854, São Paulo, São Paulo, Brasil, , Jardim Ester",
https://www.imovelweb.com.br/propriedades/casa-de-alto-padrao-no-morumbi-com-754m-muito-bem-3013710791.html,55 11971510813,"Casa à venda com 4 Quartos, Morumbi, São Paulo - R$ 8.000.000, 754 m2 - ID: 3013710791 - Imovelweb",House,"COD. 57073 Localização Exclusiva: Rua João Di Pietro, Morumbi, São Paulo Características do Imóvel: - 754 m² de área privativa - 4 suíte...Morumbi",4,754,2,4,"R João Di Pietro, 145, São Paulo, São Paulo, Brasil, , Morumbi",
https://www.imovelweb.com.br/propriedades/casa-com-4-dormitorios-a-venda-360-m-por-r$-3002566788.html,55 11988126180,"Casa à venda com 4 Quartos, Real Parque, São Paulo - R$ 5.200.000, 360 m2 - ID: 3002566788 - Imovelweb",House,"OPORTUNIDADE! - Cond. Vila America - Magnifica casa em condominio fechado com seguranca 24h, proximo da escola Avenues e Shopping Cidade Ja...Real Parque",4,360,5,4,"Rua Doutor Alberto Lyra 345, São Paulo, São Paulo, Brasil, , Real Parque",FIFTY NEGOCIOS IMOBILIARIOS
https://www.imovelweb.com.br/propriedades/funcional-casa-tipo-para-venda-com-3-quartos-sendo-1-3011825713.html,(11) 36,"Casa à venda com 3 Quartos, Perdizes, São Paulo - R$ 1.070.000, 160 m2 - ID: 3011825713 - Imovelweb",House,"terra#RC5EK - Elegância e conforto em um só imóvel! Aproveite esta oferta única. - Casa espaçosa, bem-localizada a preço justo. Encontrou o...Perdizes",3,160,3,3,"Rua Bartira, , , São Paulo, São Paulo, Brasil, , Perdizes",REMAX TERRA 2
https://www.imovelweb.com.br/propriedades/atraente-sobrado-para-venda-com-3-quartos-119m-3012155794.html,55 11976625573,"Casa à venda com 3 Quartos, Jardim Vista Linda, São Paulo - R$ 830.000, 119 m2 - ID: 3012155794 - Imovelweb",House,verti#SVA3K - Perfeito para morar bem! Ambientes amplos e bem distribuídos. - Sobrado Amplo com Dormitórios e Área de Lazer – Jardim Vista ...Jardim Vista Linda,3,119,2,3,"Rua Erva Cidreira, , , São Paulo, São Paulo, Brasil, , Jardim Vista Linda",RE/MAX VERTI
https://www.imovelweb.com.br/propriedades/terrara-casa-th-duplex-frente-88m-r$-879.000-00-2939033575.html,55 11954026185,"Casa à venda com 3 Quartos, Interlagos, São Paulo - R$ 879.000, 88 m2 - ID: 2939033575 - Imovelweb",House,"A casa possui 3 dormitórios, sendo 1 suíte, cozinha, lavanderia, sala dois ambientes, lavabo e 2 vagas de garagem. Móveis planejados em t...Interlagos",3,88,3,3,"Rua Miguel Yunes, 500, São Paulo, São Paulo, Brasil, , Interlagos",ROSSONI IMÓVEIS
https://www.imovelweb.com.br/propriedades/casa-a-venda-no-horto-do-ype-2999787583.html,55 11940306695,"Casa à venda com 4 Quartos, Parque Munhoz, São Paulo - R$ 1.640.000, 400 m2 - ID: 2999787583 - Imovelweb",House,"VENDO EXCELENTE SOBRADO EM CONDOMÍNIO FECHADO, 320m² A.C., TERRENO DE 400m², 04 DORMITÓRIOS (01 SUITE), TODOS COM ARMÁRIOS, 04 SALAS, 04 BA...Parque Munhoz",4,400,4,4,"Rua Edmundo Amaral Valente, , São Paulo, São Paulo, Brasil, , Parque Munhoz",
